sentences,labels
"Bartolomeo Altomonte , also known as <e1> Bartholomäus Hohenberg </e1> ( <e2> 24 February 1694 </e2> , in Warsaw – 11 November 1783 , in Sankt Florian ) , was an Austrian baroque painter who specialized in large scale frescoes .",date of birth
"Bartolomeo Altomonte , also known as <e1> Bartholomäus Hohenberg </e1> ( 24 February 1694 , in Warsaw – 11 November 1783 , in <e2> Sankt Florian </e2> ) , was an Austrian baroque painter who specialized in large scale frescoes .",place of death
"Bartolomeo Altomonte , also known as <e1> Bartholomäus Hohenberg </e1> ( 24 February 1694 , in Warsaw – <e2> 11 November 1783 </e2> , in Sankt Florian ) , was an Austrian baroque painter who specialized in large scale frescoes .",date of death
"Bartolomeo Altomonte , also known as Bartholomäus Hohenberg ( 24 February 1694 , in Warsaw – 11 November 1783 , in <e1> Sankt Florian </e1> ) , was an <e2> Austrian </e2> baroque painter who specialized in large scale frescoes .",country
<e1> Altomonte </e1> spent most of his life in Linz and worked primarily in <e2> Austrian </e2> monasteries such as St. Florian 's Priory and Admont Abbey .,work location
"<e1> Mario Amilivia </e1> ( <e2> 9 November 1957 </e2> in León , Spain ) is a Spanish politician .",date of birth
"<e1> Mario Amilivia </e1> ( 9 November 1957 in <e2> León </e2> , Spain ) is a Spanish politician .",place of birth
"The Elbe Lateral Canal (; ) , is a long canal in <e1> Lower Saxony </e1> , <e2> Germany </e2> .",located in the administrative territorial entity
"The Elbe Lateral Canal (; ) , is a long canal in <e1> Lower Saxony </e1> , <e2> Germany </e2> .",country
"The <e1> Elbe Lateral Canal </e1> (; ) , is a long canal in <e2> Lower Saxony </e2> , Germany .",located in the administrative territorial entity
"The <e1> Elbe Lateral Canal </e1> (; ) , is a long canal in Lower Saxony , <e2> Germany </e2> .",country
"<e1> Mário Cravo Neto </e1> ( <e2> Salvador </e2> , April 20 , 1947 — Salvador , August 9 , 2009 ) was a Brazilian photographer , sculptor and draughtsman .",place of birth
"<e1> Mário Cravo Neto </e1> ( Salvador , <e2> April 20 , 1947 </e2> — Salvador , August 9 , 2009 ) was a Brazilian photographer , sculptor and draughtsman .",date of birth
"<e1> Mário Cravo Neto </e1> ( Salvador , April 20 , 1947 — Salvador , <e2> August 9 , 2009 </e2> ) was a Brazilian photographer , sculptor and draughtsman .",date of death
"<e1> Mário Cravo </e1> , son of the sculptor <e2> Mário Cravo Júnior </e2> , is considered one of the most important photographers of Brazil .",father
"<e2> Mário Cravo </e2> , son of the sculptor <e1> Mário Cravo Júnior </e1> , is considered one of the most important photographers of Brazil .",child
<e2> Neto </e2> is the father of Brazilian photographer <e1> Christian Cravo </e1> .,father
"BENS’ early work focused extensively on initiatives aimed at <e2> U.S </e2> .- Soviet threat reduction and inefficiencies within support functions of the <e1> Department of Defense </e1> , e.g. , the maintenance and construction of military housing .",country
"The organization 's current president and CEO is retired Air Force General <e1> Norton A. Schwartz </e1> , the 19th Chief of Staff of the <e2> U.S. Air Force </e2> , and their current chairman is Norman C. Chambers , former Chairman of NCI Building Systems .",military branch
"The organization 's current president and CEO is retired Air Force General Norton A. Schwartz , the 19th Chief of Staff of the <e2> U.S. Air Force </e2> , and their current chairman is <e1> Norman C. Chambers </e1> , former Chairman of NCI Building Systems .",military branch
"Maple is an unincorporated community in <e1> Crawford Township </e1> , <e2> Currituck County </e2> , North Carolina , United States at the intersection of NC Highway 168 and SR 1246 ( Maple Road ) .",located in the administrative territorial entity
"Maple is an unincorporated community in <e1> Crawford Township </e1> , Currituck County , <e2> North Carolina </e2> , United States at the intersection of NC Highway 168 and SR 1246 ( Maple Road ) .",located in the administrative territorial entity
"Maple is an unincorporated community in <e1> Crawford Township </e1> , Currituck County , North Carolina , <e2> United States </e2> at the intersection of NC Highway 168 and SR 1246 ( Maple Road ) .",country
"Maple is an unincorporated community in Crawford Township , <e1> Currituck County </e1> , North Carolina , <e2> United States </e2> at the intersection of NC Highway 168 and SR 1246 ( Maple Road ) .",country
"Maple is an unincorporated community in Crawford Township , Currituck County , <e1> North Carolina </e1> , <e2> United States </e2> at the intersection of NC Highway 168 and SR 1246 ( Maple Road ) .",located in the administrative territorial entity
"Maple is an unincorporated community in Crawford Township , Currituck County , North Carolina , <e2> United States </e2> at the intersection of NC Highway 168 and <e1> SR 1246 </e1> ( Maple Road ) .",country
"<e1> Maple </e1> is an unincorporated community in Crawford Township , Currituck County , North Carolina , <e2> United States </e2> at the intersection of NC Highway 168 and SR 1246 ( Maple Road ) .",country
"Maple is an unincorporated community in Crawford Township , Currituck County , North Carolina , <e2> United States </e2> at the intersection of <e1> NC Highway 168 </e1> and SR 1246 ( Maple Road ) .",country
"The community of Maple is bounded on the east by Coinjock Bay , a tributary of Currituck Sound ; on the west by the Great Swamp ; on the south by the unincorporated community of <e1> Barco </e1> , <e2> NC </e2> and on the north by the unincorporated community of Currituck , NC",located in the administrative territorial entity
"Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in <e1> Sarajevo </e1> , the capital city of <e2> Bosnia and Herzegovina </e2> and is one of the most successful clubs in the country .",capital of
"Fudbalski klub Sarajevo ( ) is a <e2> Bosnian </e2> professional football club based in <e1> Sarajevo </e1> , the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .",capital of
"Fudbalski klub Sarajevo ( ) is a Bosnian professional football club based in <e2> Sarajevo </e2> , the capital city of <e1> Bosnia and Herzegovina </e1> and is one of the most successful clubs in the country .",capital
"Fudbalski klub Sarajevo ( ) is a <e1> Bosnian </e1> professional football club based in <e2> Sarajevo </e2> , the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .",capital
"<e1> Fudbalski klub Sarajevo </e1> ( ) is a <e2> Bosnian </e2> professional football club based in Sarajevo , the capital city of Bosnia and Herzegovina and is one of the most successful clubs in the country .",country
"Founded on <e2> 24 October 1946 </e2> , <e1> FK Sarajevo </e1> was the most successful club from SR Bosnia in former SFR Yugoslavia , winning two Yugoslav First League titles , being runners - up on two other occasions and finishing 6th in that competition 's all - time table .",inception
"Founded on 24 October 1946 , FK Sarajevo was the most successful club from <e1> SR Bosnia </e1> in former <e2> SFR Yugoslavia </e2> , winning two Yugoslav First League titles , being runners - up on two other occasions and finishing 6th in that competition 's all - time table .",located in the administrative territorial entity
"Since December 2013 , FK Sarajevo is run by <e2> Malaysian </e2> businessman , investor and former Chairman of Berjaya Group , <e1> Vincent Tan </e1> .",country of citizenship
"Since December 2013 , <e1> FK Sarajevo </e1> is run by Malaysian businessman , investor and former Chairman of Berjaya Group , <e2> Vincent Tan </e2> .",owned by
"Today , <e1> FK Sarajevo </e1> is one of the most prominent members of the Premier League of Bosnia and Herzegovina , where it has won three <e2> Bosnian championships </e2> , five Bosnian Cups and one Bosnian Supercup .",league
"<e1> Collins Street </e1> is a major street in the centre of Melbourne , <e2> Victoria </e2> in Australia .",located in the administrative territorial entity
"<e1> Collins Street </e1> is a major street in the centre of Melbourne , Victoria in <e2> Australia </e2> .",country
"Collins Street is a major street in the centre of <e1> Melbourne </e1> , <e2> Victoria </e2> in Australia .",located in the administrative territorial entity
"Collins Street is a major street in the centre of <e1> Melbourne </e1> , Victoria in <e2> Australia </e2> .",country
"Collins Street is a major street in the centre of <e2> Melbourne </e2> , <e1> Victoria </e1> in Australia .",located in the administrative territorial entity
"Collins Street is a major street in the centre of <e2> Melbourne </e2> , <e1> Victoria </e1> in Australia .",contains administrative territorial entity
"Collins Street is a major street in the centre of Melbourne , <e1> Victoria </e1> in <e2> Australia </e2> .",located in the administrative territorial entity
"Collins Street is a major street in the centre of Melbourne , <e1> Victoria </e1> in <e2> Australia </e2> .",country
"Collins Street is a major street in the centre of Melbourne , <e2> Victoria </e2> in <e1> Australia </e1> .",contains administrative territorial entity
"Ever since the time of independent <e2> India </e2> 's first Home Minister , <e1> Sardar Vallabhbhai Patel </e1> , the office has been seen as second in seniority only to the Prime Minister in the Union Cabinet .",country of citizenship
"Ever since the time of independent India 's first <e2> Home Minister </e2> , <e1> Sardar Vallabhbhai Patel </e1> , the office has been seen as second in seniority only to the Prime Minister in the Union Cabinet .",position held
"Since 26 May 2014 , the Home Minister of <e2> India </e2> is <e1> Rajnath Singh </e1> of the Bharatiya Janta Party , taking over the reins from Sushilkumar Shinde .",country of citizenship
"Since 26 May 2014 , the Home Minister of India is <e1> Rajnath Singh </e1> of the <e2> Bharatiya Janta Party </e2> , taking over the reins from Sushilkumar Shinde .",member of political party
"Since 26 May 2014 , the <e2> Home Minister </e2> of India is <e1> Rajnath Singh </e1> of the Bharatiya Janta Party , taking over the reins from Sushilkumar Shinde .",position held
"Since 26 May 2014 , the Home Minister of <e2> India </e2> is Rajnath Singh of the <e1> Bharatiya Janta Party </e1> , taking over the reins from Sushilkumar Shinde .",country
"Since 26 May 2014 , the Home Minister of <e2> India </e2> is Rajnath Singh of the Bharatiya Janta Party , taking over the reins from <e1> Sushilkumar Shinde </e1> .",country of citizenship
"Since 26 May 2014 , the <e2> Home Minister </e2> of India is Rajnath Singh of the Bharatiya Janta Party , taking over the reins from <e1> Sushilkumar Shinde </e1> .",position held
"The episode was first broadcast on <e1> BBC1 </e1> in the <e2> United Kingdom </e2> on 2 November 1989 , shortly before Armistice Day .",country
"The Palais Lanckoroński was a palace in <e1> Vienna </e1> , <e2> Austria </e2> , located at Jacquingasse 16 - 18 , in the Landstraße District .",located in the administrative territorial entity
